PairIndex,Drug1,Drug2,Conc1,Conc2,Response,ConcUnit,Sample
2,A22,DXR,0.0,16.0,102.82737451904369,ug/mL,PS
2,A22,DXR,0.5,16.0,103.74891774891775,ug/mL,PS
2,A22,DXR,1.0,16.0,104.26386728875066,ug/mL,PS
2,A22,DXR,2.0,16.0,99.81430298842632,ug/mL,PS
2,A22,DXR,4.0,16.0,98.87703537338572,ug/mL,PS
2,A22,DXR,8.0,16.0,91.6706268630924,ug/mL,PS
2,A22,DXR,16.0,16.0,77.99291209266143,ug/mL,PS
2,A22,DXR,32.0,16.0,51.419421845248394,ug/mL,PS
2,A22,DXR,0.0,32.0,100.18210197710718,ug/mL,PS
2,A22,DXR,0.5,32.0,100.94887294188118,ug/mL,PS
2,A22,DXR,1.0,32.0,101.71564390665515,ug/mL,PS
2,A22,DXR,2.0,32.0,101.86313923831756,ug/mL,PS
2,A22,DXR,4.0,32.0,99.55505637392544,ug/mL,PS
2,A22,DXR,8.0,32.0,94.8284800829517,ug/mL,PS
2,A22,DXR,16.0,32.0,85.42711395469479,ug/mL,PS
2,A22,DXR,32.0,32.0,68.49961062559488,ug/mL,PS
3,A22,DXR,0.0,0.0,100.0,ug/mL,PS_MDR
3,A22,DXR,0.5,0.0,102.92240357435942,ug/mL,PS_MDR
3,A22,DXR,1.0,0.0,102.59527386968995,ug/mL,PS_MDR
3,A22,DXR,2.0,0.0,102.49590089269446,ug/mL,PS_MDR
3,A22,DXR,4.0,0.0,102.76967930029156,ug/mL,PS_MDR
3,A22,DXR,8.0,0.0,99.35398753468904,ug/mL,PS_MDR
3,A22,DXR,16.0,0.0,95.09861977861794,ug/mL,PS_MDR
3,A22,DXR,32.0,0.0,84.53866472356316,ug/mL,PS_MDR
3,A22,DXR,0.0,0.0312,101.67906191540811,ug/mL,PS_MDR
3,A22,DXR,0.5,0.0312,103.3272644515248,ug/mL,PS_MDR
3,A22,DXR,1.0,0.0312,102.44736122504786,ug/mL,PS_MDR
3,A22,DXR,2.0,0.0312,103.99963556851313,ug/mL,PS_MDR
3,A22,DXR,4.0,0.0312,100.14107581687448,ug/mL,PS_MDR
3,A22,DXR,8.0,0.0312,97.86159515901542,ug/mL,PS_MDR
3,A22,DXR,16.0,0.0312,92.10083268872003,ug/mL,PS_MDR
3,A22,DXR,32.0,0.0312,83.78525932666061,ug/mL,PS_MDR
3,A22,DXR,0.0,0.0625,102.64834364761558,ug/mL,PS_MDR
3,A22,DXR,0.5,0.0625,103.02836814740488,ug/mL,PS_MDR
3,A22,DXR,1.0,0.0625,103.99708308645914,ug/mL,PS_MDR
3,A22,DXR,2.0,0.0625,109.0225906358171,ug/mL,PS_MDR
3,A22,DXR,4.0,0.0625,98.52519459238017,ug/mL,PS_MDR
3,A22,DXR,8.0,0.0625,97.64331210191082,ug/mL,PS_MDR
3,A22,DXR,16.0,0.0625,93.88674095974528,ug/mL,PS_MDR
3,A22,DXR,32.0,0.0625,84.10933940774488,ug/mL,PS_MDR
3,A22,DXR,0.0,0.125,100.82493961077435,ug/mL,PS_MDR
3,A22,DXR,0.5,0.125,100.85061863173217,ug/mL,PS_MDR
3,A22,DXR,1.0,0.125,101.47233111496034,ug/mL,PS_MDR
